ciudad,vertical,negocio,reseñas,nota,web,telefono,place_id,lead
Picassent,dental,Clínica Guerrero Hernández,14,4.1,https://clinicadentalguerrerohernandez.com/,+34961231961,ChIJt6_Qdn1SYA0RCh4dKjdCMyw,7
València,estetica,MBEAUTY centro de estética y belleza,14,4.5,https://www.instagram.com/mbeauty_valencia?igsh=ZXkxaXRlb2F0N2o1&utm_source=qr,+34641096192,ChIJj4SvCZ1HYA0Rqg-pDyDoozI,7
Seville,dental,Clinica Bonidental,14,4.4,https://www.clinicabonidental.com/,+34954361677,ChIJKf7vxDxvEg0RsoKnqlvpG-8,7
Alcalá de Guadaíra,dental,Manuel González-Moya Rodríguez de Mondelo,14,4.4,http://www.dentistaalcaladeguadaira.com/,+34955686080,ChIJc3pR3MZkEg0RtXA4tF7FJiU,7
Alcalá del Río,dental,Arident Cliníca Dental,14,4.1,http://www.arident.es/,+34649908078,ChIJZfx_TohBEg0RGJBsbhFjCUw,7
Seville,estetica,VerTe Guap@ Belleza,14,4.4,https://www.instagram.com/ver.teguapa/?igshid=YmMyMTA2M2Y=,+34955456153,ChIJ3ThiCmttEg0RHodp_d-Nc_w,7
Zaragoza,fisioterapia,Namaste Physiotherapy and Yoga Centre,14,4.4,https://namastezaragoza.com/,+34662166066,ChIJHa1pYS9rWQ0RM-mXxVF0RjE,7
Zaragoza,dental,Clínica Dental Milenio,14,4.1,https://www.clinicadentalmilenio.com/,+34646786123,ChIJI0boo-BrWQ0Rr7fruKqzZW8,7
Zaragoza,peluqueria,Inuñez,14,3.9,http://www.xn--peluqueriainuez-brb.com/,+34976232751,ChIJS6SNB58UWQ0RGvJZMtrLYMs,7
Málaga,fisioterapia,Centro Fisio 5.0,14,4.4,http://www.centrofisio5-0.es/,+34607029232,ChIJjziCMzH3cg0RpxgTVIEqPFk,7
Torremolinos,dental,Scandinavian Dental Clinic,14,4.5,http://www.scandinaviandental.net/,+34653245452,ChIJ03gC2-z7cg0RoDW7_gbefpk,7
Lorquí,pilates,sanate con ViGaVi,14,4.4,http://vi-ga-vi.es/,+34609606856,ChIJH0ZsTWd5ZA0R4iZr4C9oESs,7
Murcia,dental,Centro Odontológico Murciano,14,4.2,https://www.centroodontologicomurciano.com/,+34968900215,ChIJwyZ0vR6CYw0RrYVhUaA04G4,7
Murcia,estetica,Centro de Belleza Athenea,14,3.4,https://www.sublimeeyeslashes.es/es/,+34868078007,ChIJ2RQyjAV_Yw0RP0CrpN9Adng,7
Areeta / Las Arenas,pilates,Estudio de Ballet Carmen Vera,14,4.5,https://estudio-de-ballet-carmen-vera.webnode.es/,+34944638329,ChIJZ6KHIM1bTg0RfYlgVHHlCK0,7
Kurtzea,dental,Clínica Dental Iñaki Iglesias,14,4.4,http://www.xn--clinicadentaliakiiglesias-moc.es/,+34944560439,ChIJI-d7EkRJTg0RQtBU5k6wW4w,7
Bilbao,dental,Clínica Dental Iturriza,14,4.4,https://clinicadentaliturriza.es/,+34944702121,ChIJZZf9-NNPTg0RV5RV29AoDw4,7
Bilbao,dental,Clínica Dental Delobel,14,4.1,https://www.cliniques-dentaires-delobel.fr/es,+34944240412,ChIJVb9NIdlPTg0RrhvvgudP50g,7
Bilbao,peluqueria,vm peluqueros,14,4.4,http://www.vmpeluqueros.com/,+34944329778,ChIJ5XxB1bRPTg0RIDy8_sGBGnc,7
El Campello,dental,Dental Clinic Dr. I. Godoy,14,4,http://dentaldrgodoy.es/,+34965630619,ChIJwdwoaro7Yg0RewJZ7M6W_QM,7
Sant Vicent del Raspeig,peluqueria,Peluquería & Estética Mónica Hernández,14,3.6,https://www.facebook.com/profile.php?id=100045069196906,+34687791644,ChIJ9WCoMGA3Yg0RjmATnOgyYf4,7
Madrid,pilates,ISHIMI Gym Boutique,15,4.5,http://espacio62.com/,+34697531979,ChIJyT9VqPAoQg0RliGFHW01fbM,7
Madrid,dental,Clínica Dental Tauro Carabanchel,15,4.1,https://www.clinicadentaltauro.com/,+34915250256,ChIJreBaCy-IQQ0RB6XRYDfLXZA,7
Madrid,dental,Centro Dental Milenium Sanitas,15,2.9,https://www.sanitas.es/dental/clinicas-dentales-milenium,+34915687982,ChIJFznSLY8oQg0R6LfEdklJbro,7
Majadahonda,estetica,PELUQUERIA ALEXANDRO,15,4,https://peluqueria-alessandro.negocio.site/?utm_source=gmb&utm_medium=referral,+34632896334,ChIJg_O0wt6FQQ0RQtS9dNiOc5U,7
Pozuelo de Alarcón,peluqueria,Coqueta peluquería,15,4.2,https://instagram.com/coqueta.pelu,+34630876561,ChIJoU9v2_GHQQ0RVcTNImGkppU,7
Mollet del Vallès,dental,Clínica Dental Dr. Serra,15,4.5,https://drvictorserra.com/,+34935930913,ChIJIa_Ln9m-pBIRbyJ600zUhpg,7
Barcelona,estetica,My Beauty by Nina,15,4.5,http://ninanails.es/,+34605106699,ChIJSb1OXb-ZpBIR0im6hGFYXak,7
València,dental,Dra. Verónica Galcera - Dra. Violeta Tatay Clínica Dental,15,4.5,http://www.veronicagalceradentista.es/,+34963688444,ChIJofE9jwRGYA0RZpLd_bygqCY,7
València,dental,Clínica Dental Carlos Cervera,15,3.9,http://www.clinicadentalcarloscervera.com/,+34963836024,ChIJezxEjmlPYA0RNAgCjRZmCz4,7
València,estetica,Francisca Signes Medicina Estética,15,3.6,http://www.franciscasignes.com/,+34963406010,ChIJ8V8St11PYA0R68EblEgT-9c,7
Seville,fisioterapia,Clinica de Fisioterapia y Osteopatia en Sevilla HELIOS,15,4.5,https://bit.ly/364vAIw,+34610949446,ChIJyXDlRtRtEg0Rg8RjM557F2E,7
Seville,dental,Clínica Dental Dra. Chandler,15,4.2,https://doctorachandler.com/,+34605846785,ChIJp6y0Uu5uEg0RlDXvfYNRZqs,7
Seville,dental,"Instituto de Especialidades Odontológicas de Sevilla, S.L.",15,4.3,http://www.ieodental.es/,+34954658279,ChIJ74U6saJuEg0RzwSSe0rk0ik,7
Seville,dental,"Clínica Dental Manso (Cirugía Maxilofacial Dr. manso, Odontología, Medicina Estética)",15,3.8,https://www.dentalymaxilofacialmanso.com/,+34954241111,ChIJKXeSwX5uEg0RNQEfEsvE2j0,7
Zaragoza,dental,Clínica dental OIA (Odontología Integral Aragonesa),15,3.7,http://clinicadentaloia.es/,+34976222518,ChIJqz4flnVrWQ0Rt2GoTbFbWvE,7
Zaragoza,dental,Clínica Dental Otal,15,4.3,https://clinicadentalotal.es/,+34976201662,ChIJy-jw7WcUWQ0RQXrMlaCFEhk,7
Zaragoza,dental,Clínica Dental Irudent,15,3.9,http://www.clinicadentalirudent.es/,+34976097350,ChIJ3a71iHoTWQ0RLjlsCEZsxH8,7
Zaragoza,peluqueria,Centro de estética integral Lola Sebastian,15,4.5,http://www.lolasebastian.es/,+34976442266,ChIJBXsvWMIUWQ0R9hKwf36cdhw,7
Torremolinos,dental,Clínica Cristina Citoler,15,4.2,http://cristinacitoler.com/,+34952383775,ChIJ38mMMPP7cg0Rb8JiCBpUg7o,7
Estacion de Cartama,dental,Centro Bucodental Calero y Peral,15,4.5,http://www.clinicadentalcaleroyperal.com/,+34952421480,ChIJXWr3IQPvcg0ReAe2P9DhMhk,7
San Benito - Patiño,dental,Clinica Dental Astrid Alarcon,15,4.2,http://www.clinicadentalastridalarcontalaga.com/,+34654950259,ChIJi7bKIDZ5Yw0RwPNsfD8inuU,7
Murcia,dental,Corporación Dental Murcia - Infante,15,4.5,http://www.corporaciondental.es/,+34968345132,ChIJJQu0RQqCYw0RQc4boeW3sDo,7
Murcia,estetica,CLINICASALZILLO,15,4.3,http://clinicasalzillo.com/,+34968281271,ChIJCXGdvx6CYw0RcnYbvJqMdQo,7
Palma,estetica,Pura Essencia,15,4.5,https://palmademallorca.portaldetuciudad.com/centros-de-estetica/pura-essencia/002_71439.html,+34971963773,ChIJzRsXY1KSlxIRCjyowDUSx-c,7
Torrenova,peluqueria,KM Barbershop,15,4.3,https://barbershopkm.com/,+34657533241,ChIJY_q5pgOJlxIR07arZUYxUdo,7
Telde,dental,Clínica Odonteka Dental | Dra. Rasa Hernández,15,4.3,http://www.odontekadental.es/,+34928692990,ChIJd_KXjeiXQAwRAS51rttr7BU,7
Las Palmas de Gran Canaria,dental,CLÍNICA DENTAL Dr. MELWANI,15,3.5,http://www.drmelwani.com/,+34928413033,ChIJO2Zupf2VQAwR66i46lBpiHw,7
Las Palmas de Gran Canaria,peluqueria,Styluz Peluquería y Estética Unisex,15,4.3,https://m.facebook.com/pages/category/Hair-Salon/Styluz-Peluquer%C3%ADa-y-Est%C3%A9tica-Unisex-594661923977740/?locale2=es_LA,+34928422066,ChIJRRN6BDyVQAwR9tWTX_2a7v8,7
Algorta,dental,Clínica Dental IMQ Algorta,15,3.3,https://clinicadentalalgorta.imq.es/?utm_medium=organic&utm_source=Gmb,+34944000700,ChIJUVVNVptbTg0RJGBo0jtBKY8,7
Bilbao,dental,Clínica Dental Fernandez Pita,15,4.5,https://www.clinicafernandezpita.com/,+34944168025,ChIJ-y0Aic5PTg0RZ5WJbZMNEqg,7
Bizkaia,dental,Clínica Dental El Kalero,15,3.9,http://www.clinicadentalelkalero.com/,+34688732337,ChIJWWIscF9OTg0RGyNuigRMJBE,7
Amorebieta,dental,Clínica Dental Zornotza,15,4.5,https://clinicadentalzornotza.com/,+34946061183,ChIJBbJzggQ1Tg0RTP8NaO7A7bs,7
Bilbao,dental,Clinica Dental Blanca Luxen,15,4.5,http://clinicadentalblancaluxen.com/,+34944448697,ChIJ14Rj99RPTg0R8C59M1Bgi8g,7
Bilbao,estetica,Capri - Med Clinic,15,4.5,https://www.caprimedclinic.es/,+34692461956,ChIJ-0fiZx5PTg0Ra1Z54EER19c,7
Bilbao,estetica,Enrique Martín Pascual,15,4.5,https://dermatologo.org/,+34944416157,ChIJFQE4QbhPTg0RGJg2ZxYYbi4,7
Santurtzi,peluqueria,Peluquería Capi 32,15,4.4,https://www.facebook.com/profile.php?id=574153569353855&ref=ts&fref=ts,+34944832070,ChIJCZ6dnnRZTg0R1y6LpPjvrlY,7
Agirre,peluqueria,Salón de peluquería Susan(Fundada en 1989),15,4.3,http://www.facebook.com/salondepeluqueriasusan,+34650025762,ChIJJ_NXRNZcTg0Rcy9whMM4xXg,7
Sant Vicent del Raspeig,fisioterapia,Centro de Fisioterapia Cristian Pastor,15,4.5,http://www.cplfisio.es/,+34617340626,ChIJZ-gFVf8zYg0RioMjokuYBqs,7
Mutxamel,dental,Moldental,15,3.9,http://www.moldental.es/,+34965955379,ChIJq6qqqvowYg0RLxTTJdlPkiY,7
Córdoba,dental,Clínica Dental Roberto Checa Fuensanta,15,3.7,http://clinicadentalrobertocheca.com/,+34957106094,ChIJ7Wo34AXfbA0R318Xwv5wvj8,7
Madrid,pilates,Pilates Training Center,16,4.5,https://tu-pilates.com/,+34662922215,ChIJ-cwzy7coQg0RWCV2bzKkDQI,7
Madrid,pilates,TRC - The Run Club | Retiro,16,4.4,https://therunclub.es/club-de-corredores-retiro/,+34640852247,ChIJgRywIdQpQg0RmEpPNujrlu8,7
Madrid,fisioterapia,"Sensory, Centro de Desarrollo Infantil",16,4.3,http://www.centrosensory.es/,+34686979952,ChIJvfqCsC0qQg0R5uGOrW8jNPE,7
Madrid,dental,Clínica Dental Quezada,16,4.5,https://www.facebook.com/clinicadentalquezada/?fref=ts,+34915339925,ChIJDVi53fgoQg0RFP0wUfgW44w,7
Barcelona,pilates,Blanc Inspiration Lab,16,4.1,https://blancinspirationlab.com/,+34613055821,ChIJx1lAbt2jpBIRi6oHtbhRu94,7
Barcelona,fisioterapia,FISIOESTHETIC | Centro de Fisioterapia en Barcelona,16,4.1,http://www.fisioesthetic.com/,+34934418128,ChIJeYAssWCipBIRontwep2hlI4,7
Barcelona,dental,Arano Clínica Dental y Medicina Estética,16,4.5,http://www.clinica-arano.com/,+34935950445,ChIJZ22-Ze2ipBIRrBnvuEVS9dk,7
Barcelona,estetica,Body & Face Sarria,16,3.8,http://wix.to/DABfYEQ,+34931245884,ChIJWYJZuGyZpBIR6EpnZkGFaqM,7
Xirivella,dental,Clínica Dental Ortonova - Centro de Ortodoncia y Radiografías,16,4.3,http://ortonova.com/,+34963500949,ChIJyVP5t8FPYA0REX3-2IUxfCE,7
Massamagrell,dental,Clinica Dental Pere Alcantara,16,4,http://www.dentalalcantara.com/,+34961450852,ChIJExoEB9VAYA0RY_QMTs9-WDA,7
València,estetica,Centro de estetica bi-zen,16,4.4,https://www.centrodeesteticabizen.es/,+34961338723,ChIJ1dYkSKZIYA0RE51cVaFoqME,7
Valencia,peluqueria,Peluqueria Unisex Roxana,16,4.5,https://m.facebook.com/pages/category/Beauty--Cosmetic---Personal-Care/Peluquer%C3%ADa-Unisex-Roxana-354682401622232/?locale2=es_ES,+34632277730,ChIJtRId5AhFYA0RVE7o6qNDPqo,7
València,peluqueria,Elio y Luna Peluquería y Uñas 剪艺,16,4.1,https://www.instagram.com/p/CsG7unuoQun/?igshid=NTc4MTIwNjQ2YQ==,+34688172698,ChIJUWeoza5PYA0RHWobira7MBg,7
Seville,dental,Clinica Dental Burdeos,16,4.2,http://www.cdburdeos.es/,+34954240188,ChIJGzAMzHZuEg0R4QQLEWpNz4s,7
Seville,dental,Clinica Dental Amelar Bellavista,16,4.5,http://www.clinicaamelar.com/,+34645583423,ChIJXa1iN5hvEg0R7WS729sXogQ,7
Seville,dental,CEOP - Centro de Especialidades Odontológicas Premium.IMPLANTES DENTALES BARATOS,16,2.9,http://www.clinicadentalceop.com/,+34854888788,ChIJuQ9AZe9tEg0RJPzjEOicG0U,7
Seville,dental,Clinica Dental Puerta Jerez,16,4.4,http://www.clinicadentalpuertajerez.com/,+34955133295,ChIJ_ydqKxhsEg0RhZUYpIzhf0o,7
Málaga,dental,Clínica Dental Algarra,16,4,http://www.clinicadentalalgarra.com/,+34952353353,ChIJ89eps9X5cg0RZrHyG4iK2KI,7
Málaga,dental,CLINICA DENTAL CALERO Y PERAL,16,4.5,http://clinicadentalcaleroyperal.com/,+34952324295,ChIJy0ETfoH3cg0RfawzSW-jWqU,7
Torremolinos,estetica,Savage Beauty,16,4.5,https://instagram.com/savagebx_?igshid=YmMyMTA2M2Y=,+34635029397,ChIJYSR0nHH7cg0RPimuzoauWKw,7
Málaga,estetica,Pepa Martínez Peluquería Estética,16,4.4,http://peluqueriapepamartinez.com/,+34952611840,ChIJn8IQVb33cg0REUyw85kK9-k,7
Málaga,estetica,Dr. Javier del Boz - Centro Médico CUME,16,4.3,http://www.clinicascume.com/,+34951204536,ChIJ91mTU8D3cg0R_JpVnGgtKHw,7
Murcia,pilates,iHumanity - Clinics in Evolution,16,4.4,http://www.ihumanity.es/,+34968334338,ChIJkx7Emh6CYw0RTJCCxiOx9c0,7
Murcia,fisioterapia,Clínica Junterones,16,4.5,https://clinicajunterones.com/,+34968271190,ChIJjW2zaR6CYw0RCM_wFpKXNuc,7
Murcia,dental,Clinica Dental,16,4.2,https://sonrisalista.com/cinica-dental-lda-m-d-olivares-olivares-murcia/,+34968223323,ChIJk5bncRCCYw0RBBNxdwLAphc,7
The Alberca,estetica,HuBe Estilistas,16,4.1,https://www.hubeestilistas.com/,+34868968907,ChIJIyJRCbx_Yw0RdHL-B1GcOs0,7
Murcia,estetica,BR Center By Bellorin Roomer Family,16,4.5,https://www.instagram.com/brcenter.bellezamurcia?igsh=d250Z2NlM3N6d252,+34607842765,ChIJS8UGXbmDYw0RuddJ19ioRtM,7
Alcantarilla,peluqueria,Peluqueria Ana Robles Estilistas,16,4.5,https://m.facebook.com/anarobles.estilistas,+34968936929,ChIJpwjgYwCAZA0RK_5Vj9NlxcI,7
Kurtzea,dental,Clínica Dental Urreta,16,3.5,http://www.urretadental.com/,+34946018800,ChIJk0vaSkZJTg0Rox55IZrbTzc,7
Bilbao,dental,Clínica Dental Lasagabaster,16,3.7,https://www.clinicadentalbilbao.com/,+34944424617,ChIJXTRCuC9QTg0RbhGQEqedHjs,7
Bilbao,dental,Clínica Dental García Villagrá,16,4.2,http://www.clinicadentalgarciavillagra.com/,+34944414301,ChIJq4aGeSpaTg0RRdywXKOGUVU,7
Bilbao,dental,Clínica Dental Deusto - Susana Martín,16,4.1,https://www.clinicadentaldeusto.es/,+34688864264,ChIJ27GwoiJQTg0RA-45IVjVOnM,7
Bilbao,estetica,Renacer nails studio,16,4.5,https://www.renacernailstudio.es/,+34690258248,ChIJ3T4QANlRTg0RAZ1SfM3qJpk,7
Santurtzi,estetica,Alberto Hidalgo Estilistas,16,4.3,https://alberto-hidalgo-estilistas.ueniweb.com/?utm_campaign=gmb,+34946570662,ChIJ6Ts-U7hZTg0R6tAzxQDRkBE,7
Bilbao,peluqueria,Teresa Iglesias,16,4.3,http://www.teresaiglesias.com/,+34944751001,ChIJcyo9STxQTg0RifFkNoqi2do,7
Sestao,peluqueria,Peluquería Maribel,16,4.5,https://esteticamaribel.es/,+34944950639,ChIJ0xyVmz1aTg0RbxOLG8eNiEo,7
Alicante,dental,Clínica Dental Dr Marcos Rocamora,16,4,http://cdmarcosrocamora.com/,+34965112225,ChIJ6VpHdmk2Yg0RPJsXxHSAg0c,7
Mutxamel,dental,Centro Odontológico Mutxamel,16,4.3,https://alicantedentista.com/,+34965953034,ChIJP0r4vg46Yg0R-7X1zySbens,7
Córdoba,peluqueria,MC Mani Curie Córdoba,16,3.1,https://instagram.com/mcmanicurie?igshid=MzNlNGNkZWQ4Mg==,+34682901820,ChIJIUg-D93fbA0RYRfBpoxoMHk,7
Madrid,pilates,Allo Armonia,17,4.3,https://www.alloarmonia.com/,+34680381690,ChIJE-fZpnElQg0RTZl47nwKwtc,7
Madrid,pilates,Olavide Yoga,17,4.4,http://olavideyoga.es/,+34644316539,ChIJeb3xOosoQg0RzqYoAfl9N1o,7
Madrid,dental,Straumann Spain,17,3.6,http://www.straumann.es/,+34916308214,ChIJm7u0m2csQg0Rl4LMkh4pVaY,7
Madrid,dental,Clínica Dental R&M,17,4.5,https://clinica-dental-rm.ueniweb.com/?utm_campaign=gmb,+34627299485,ChIJoa_PEcsvQg0RMEfmtOvDTKo,7
Rivas-Vaciamadrid,dental,Clínica Nudental Dr. Pedro Nuñez,17,4.3,http://www.clinicanudental.com/,+34640676420,ChIJL6SYWQU7Qg0RDnOo-0QPUrM,7
Madrid,estetica,Molina & Ferrer Hairdressers,17,4.5,https://molinapeluquerias.com/salon-mujer.php,+34914036343,ChIJPTDEAzYvQg0RjZAm-FPgtJI,7
Madrid,estetica,Centro Dermatológico Dra. Buchó,17,4.5,http://www.buchodermatologia.es/,+34915777635,ChIJUYyBMusoQg0RWi6sOz1NNhI,7
Madrid,peluqueria,Tb Peluqueros,17,3.6,http://www.instagram.com/tb.peluqueros/,+34913857896,ChIJJwqOZh8pQg0RVF1fFEcUgag,7
Barcelona,pilates,AMA Pilates Barcelona,17,4.3,http://amapilatesbarcelona.com/?utm_source=gmb&utm_medium=referral,+34674615298,ChIJ-wUrFyCjpBIRiV4VG3X5fQU,7
Cornellà de Llobregat,fisioterapia,GAMACLINIC,17,4.4,http://www.gamaclinic.es/,+34933752454,ChIJA7FbrWuZpBIRdPBYysMZsCA,7
Barcelona,dental,Shine Dental Clinic Barcelona,17,4.5,https://shinedentalbarcelona.com/,+34934356562,ChIJhcalKRSjpBIRs9YVM9Kae5g,7
Barcelona,dental,DENTES. Clínica Dental,17,4.1,http://www.dentes.es/,+34934154832,ChIJDVhi-aOipBIRZAmzbKTpttU,7
Cornellà de Llobregat,peluqueria,Estrella PERRUQUERIA HOME - DONA.,17,4.3,http://peluqueria-estrella1.webnode.es/,+34934741095,ChIJfwP0slGZpBIRm1zvpseYOow,7
Barcelona,peluqueria,Yos Hair Style,17,4.5,https://www.instagram.com/yoshairstyle/?hl=es,+34698209071,ChIJJ47RFGiZpBIREEbnPwM8rbI,7
València,dental,Dr Luis Senís Segarra,17,3.5,https://www.nonium.es/,+34962622000,ChIJSccY5jlJYA0RlkSt498CD90,7
Torrent,estetica,Numidia Glam,17,4.5,https://www.instagram.com/numidiaglam?igsh=ZGt0NDBzdGIzcGR4,+34621082580,ChIJwRYVzdlRYA0RX2kQIGwaDLw,7
Dos Hermanas,dental,Clínica Eurodental Sevilla,17,4.2,https://www.clinicaeurodentalsevilla.com/,+34955332828,ChIJWxRwUERwEg0ReMG9mZ6IvKA,7
Benacazón,dental,Odondent,17,4.3,http://www.odondent.com/,+34955705818,ChIJgdOQuv4QEg0RsNEwnxYYBPk,7
Seville,dental,Clínica Dental San Juan De La Salle,17,4.5,https://www.dentallasalle.es/,+34954434400,ChIJU67E7k1pEg0RYd5EpKmo4vo,7
Alhaurín de la Torre,dental,Dental Clinic Alhaurin de la Torre Fernández & Corado,17,3.7,http://www.clinicadentalalhaurindelatorre.com/,+34665957568,ChIJGdE2yNL6cg0RTaZT6eCEUac,7
San Benito - Patiño,dental,Clínica Dental Gloria Castillo,17,4.2,http://www.clinicagloriacastillo.com/,+34968904121,ChIJb8tEoKt4Yw0RNESOPeYG7Sk,7
The Alberca,estetica,The Beauty Concept 𝒷𝓎 Maria Mena,17,4.5,http://mariamenanailsbeautystudio.booksy.com/,+34693447261,ChIJJyOC4ch_Yw0Rm0t0gNdfv_o,7
Murcia,peluqueria,Peluquería Pelochic,17,4.4,https://www.pelochic.es/,+34968274548,ChIJQ1k6D5KBYw0ROnz2Wqc_TrE,7
Palma,dental,CLÍNICA DENTAL S´INDIOTERIA. POLÍGON SON CASTELLÓ,17,4.5,https://clinicadentalindioteria.com/,+34971434694,ChIJo4_x6jiTlxIRwDhwTWJ2Aag,7
Las Palmas de Gran Canaria,fisioterapia,Fisioterapia Integrativa,17,4.5,https://www.fisioterapiaintegrativa.net/,+34828070847,ChIJYzA9c1OVQAwRm9u2UXwlvhA,7
Las Palmas de Gran Canaria,dental,Clínica Dental 7 Palmas,17,4.5,http://www.clinicadental7palmas.webnode.es/,+34928417106,ChIJaRh-MEmUQAwRDQtQ1mhrWgs,7
Bilbao,dental,Clínica Dental IMQ Santutxu | Bilbao,17,3.9,https://clinicadentalsantutxu.imq.es/?utm_medium=organic&utm_source=Gmb,+34946000300,ChIJo_TbxqRPTg0RUmUxOxByndE,7
Elexalde,dental,Clínica Dental Iratxe Rueda y Estíbaliz García,17,4.4,http://clinicadentaliratxerueda.com/,+34944802940,ChIJa6Z5zk9aTg0RYX_beCVLxiA,7
Pozuelo de Alarcón,fisioterapia,Europa Salud,18,4.3,https://www.europasalud.es/,+34917990603,ChIJLWJyOESGQQ0RB2nQIxUUS7Q,7
,dental,DR SMILE® Delicias,18,3,https://drsmile.es/?utm_source=google&utm_medium=cpc&utm_campaign=es-es_gmb_google-mybusiness_low-funnel_madrid-delicias_websitelink,+34910782123,ChIJUZEPQsgnQg0RdIMgZpDu_7Q,7
Madrid,estetica,Med-Estetic Dr. Licitra,18,4,http://www.med-estetic.com/,+34628716579,ChIJzTu8Jx0pQg0RzutkHuNfC68,7
Madrid,peluqueria,Bachaca,18,4.4,http://www.bachaca.es/,+34919424725,ChIJB_v5sGspQg0RWMbb3q8cj40,7
Alcorcón,peluqueria,Tiendanimal - Salón de Belleza,18,4.4,https://tiendas.tiendanimal.es/comunidad-de-madrid/madrid/alcorcon/tiendanimal-salon-de-belleza-91?utm_medium=maps&utm_source=google,+34916044511,ChIJR1-4I9qPQQ0R23XZsGtexJU,7
Barcelona,fisioterapia,(Parèntesi) Espais Psicoterapèutics,18,4.3,https://parentesi-ep.com/,+34930082101,ChIJf16a4dC8pBIRy7-2AIwcC0k,7
Barcelona,fisioterapia,Vala Institute,18,4.4,http://www.valainstitute.com/,+34930115874,ChIJi9CRT9KipBIR9n5V5dl4uGA,7
Barcelona,dental,Clínica Dental Dr Sala,18,4.1,https://clinicadentaldrpedrosalamilla.es/,+34932113190,ChIJJ2ipeg-YpBIRScHvqusVvqk,7
Barcelona,estetica,Steticluz,18,4.3,https://www.instagram.com/steticluzcentrodebelleza/,+34656376189,ChIJNVWMrsy8pBIRUr4AgWdoYqo,7
Santa Coloma de Gramenet,peluqueria,PELU-K,18,4.5,https://www.instagram.com/pelu.k_estilistas/,+34931803779,ChIJ0z3uhEm9pBIRGxLWlFkqiZ4,7
Aldaia,fisioterapia,Clinica pacobautista,18,4.4,http://www.clinicapacobautista.com/,+34961578060,ChIJRQvdbDxQYA0RZMOfU1qzYNA,7
Seville,dental,Clínica DefinitiveDental,18,2.6,https://www.definitivedental.es/,+34601000000,ChIJg48IjBpvEg0RN3X6o4uOCBg,7
Alcalá de Guadaíra,dental,Clinica Dental Ramon Y Cajal,18,4.4,http://www.clinicaalcaladental.com/,+34955680070,ChIJ47aRh9tkEg0RssCYGlmkUgc,7
Castilleja de la Cuesta,peluqueria,Profesional Versión,18,4.1,https://versionprofesional.com/,+34954163666,ChIJwdP0ArtsEg0Rv9TxF-vzFe0,7
Zaragoza,dental,Clínica Dental Asprodent,18,4.1,http://www.dentista-zaragoza.net/,+34976134839,ChIJUbf2AlEUWQ0RurtcoemvM7k,7
Zaragoza,dental,Clinica Dental Dr. Catalán De Val - Dentistas en Zaragoza,18,4.3,http://www.clinicacatalan.com/,+34976080861,ChIJ1YzVPooUWQ0RhwxCUryi810,7
Málaga,dental,Clinica Dental Puerto de la Torre,18,4.3,https://mobile.facebook.com/clinicadentalpuertodelatorre/?_rdc=1&_rdr&refsrc=https://m.facebook.com/clinicadentalpuertodelatorre/,+34643671115,ChIJE-B0kiz3cg0RCQnvhCMs-Io,7
Málaga,dental,Clínica Córcoles,18,3.9,http://www.clinicacorcoles.com/,+34952369305,ChIJgRJBY5n3cg0RREhknnFfYF0,7
Benalmadena (Arroyo de la Miel),dental,Clinica Dental Estrella,18,4.3,http://www.clinica-dental-estrella.info/,+34952575173,ChIJMS-0-JD8cg0R2dRgmuWimGk,7
Málaga,dental,Clínica Fernandez Carrion & Tur,18,3.9,http://www.clinicafernandezcarrion.com/,+34952360628,ChIJF9sB5ZD3cg0Rk1jS3eqxXHg,7
Málaga,peluqueria,Marian Jiménez Salón de Belleza,18,4.4,https://www.salondebellezamarianjimenez.es/,+34657333327,ChIJs2f68Tj3cg0R2Qg3jFtJ9-c,7
Las Torres de Cotillas,estetica,Loal Centro de Belleza,18,4.4,https://loalcentrobelleza.com/,+34601988949,ChIJzf9nLol_ZA0RcAjAo-0SChI,7
Telde,dental,Clínica Dental Dr. Eladio Betancor González,18,4.1,http://www.clinicatelde.com/,+34928695750,ChIJa49cxOWXQAwRMUVdLYfrOok,7
Basozabal,dental,Clínica Dental Txorierri,18,4,http://www.cdtxorierri.es/,+34944711639,ChIJAc_hE1pFTg0RoFezem-xON0,7
Laudio / Llodio,dental,Clínica Dental MUNDISALUD,18,4.5,http://www.clinicamundisalud.com/,+34946721927,ChIJ96XI5sdSTg0RdyaoQXpNFEU,7
Altzaga,dental,Dental Company Erandio,18,4.1,https://dentalcompany.es/clinica-dental-erandio/,+34946414712,ChIJ14GRME5bTg0RObifv3fufAk,7
Elexalde,estetica,Ile-apaindegia+ Elītz,18,4.3,https://m.facebook.com/maselitz/?locale2=es_ES,+34944493510,ChIJA1dkYJtOTg0RdBjQK1fqTmM,7
Bilbao,peluqueria,Leonardo Estilista,18,4.3,https://www.facebook.com/pages/Leonardo-Estilista/245614458977359?sk=info&tab=page_info,+34944048297,ChIJ06QeGyxQTg0RsupLLMaHGlE,7
Amorebieta,peluqueria,Oihana Estilistak,18,4.1,https://www.instagram.com/oihanapel/,+34946730699,ChIJ25Bl3YE2Tg0RVgtg9XgoP3c,7
Madrid,dental,Clinica Dental Drs Bascones / Basilun,19,4.5,http://www.doctoresbascones.com/,+34915334212,ChIJkbqc0O4pQg0R_FYM6M5JXZY,7
